id;data;id_recipe;namePhoto
2;20230624;89;3_1687571843.jpg
2;20230624;90;3_1687571850.jpg
2;20230624;91;3_1687571892.jpg
2;20230624;92;3_1687571974.jpg
1;20230624;93;3_1687572058.jpg
1;20230624;94;3_1687572071.jpg
1;20230624;95;3_1687572126.jpg
